Date,Day,Stratum,StartLatitude,StartLongitude,StationCode,Region,SubRegion,TimeStart,EC,AvgTemp,AvgTurbidity,AvgSecchi,AvgStartDepth,Method,NumberTows,TowDuration,TowDirection,Species,Catch,FL_Range,Expression,Stage,Mark
1/19/2023,Thursday,Suisun Bay,38.08952,-122.01242,23-25-SB02,West,Mid Suisun Bay,8:29,184.2,9.8,155,0.12,9.4,Kodiak,1,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/20/2023,Friday,Lower Sacramento,38.1207,-121.69659,23-25-LSR04,North,Sacramento River Near Rio Vista,10:44,n/p,n/p,199.75,0.17,7.8,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/20/2023,Friday,Lower Sacramento,38.08384,-121.74558,23-25-LSR01,West,Lower Sacramento River,9:16,128.8,9.07,212,0.16,11.4,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/20/2023,Friday,Lower Sacramento,38.0833,-121.75054,23-25-LSR05,West,Lower Sacramento River,8:01,144.22,9.17,251.25,0.15,9.18,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/20/2023,Friday,Lower San Joaquin,38.05638,-121.53537,23-25-LSJ01,South,San Joaquin at Prisoners Point,8:02,198.5,9.83,61.83,0.23,14.85,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/20/2023,Friday,Lower San Joaquin,38.10099,-121.59203,23-25-LSJ02,South,San Joaquin at Prisoners Point,10:36,146.2,9.55,87.4,0.2,10.07,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/20/2023,Friday,Lower San Joaquin,38.0821,-121.57268,23-25-LSJ06,South,San Joaquin at Prisoners Point,9:18,197.85,9.9,66.73,0.23,15.25,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/20/2023,Friday,Suisun Marsh,38.11305,-122.05766,23-25-SM03,West,Grizzly Bay,9:16,224.08,9.27,225.5,0.07,3.33,Kodiak,4,10,D,LFS,1,89,n/p,n/p,None
1/20/2023,Friday,Suisun Marsh,38.17122,-121.95824,23-25-SM01,West,Suisun Marsh,12:45,1341.5,10.15,163.75,0.11,9.35,Kodiak,4,10,D,CHN,1,39,n/p,2,None
1/20/2023,Friday,Suisun Marsh,38.18085,-122.04846,23-25-SM02,West,Suisun Marsh,10:47,1465,10.08,195.75,0.09,5.78,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Sac Deep Water Shipping Channel,38.3736,-121.63001,23-26-SSC01,North,Lower Sacramento River Shipping Channel,12:46,534.75,9.15,112.5,0.13,10.43,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Sac Deep Water Shipping Channel,38.51072,-121.58489,23-26-SSC02,North,Upper Sacramento River Shipping Channel,10:43,718.75,9.4,41.85,0.26,10.5,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Sac Deep Water Shipping Channel,38.56318,-121.54965,23-26-SSC03,North,Upper Sacramento River Shipping Channel,8:55,570.25,9.58,27.38,0.39,10.6,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Southern Delta,38.04552,-121.60919,23-26-SD01,South,Franks Tract,8:13,226.9,8.8,54.75,0.24,2.95,Kodiak,2,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Southern Delta,38.03695,-121.60194,23-26-SD02,South,Franks Tract,8:51,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Southern Delta,38.03681,-121.5256,23-26-SD03,South,Mildred Island West,9:16,229.35,9.28,39.07,0.33,9.28,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Southern Delta,38.00263,-121.52375,23-26-SD06,South,Mildred Island West,10:34,274.9,9.3,34.1,0.38,9.1,Kodiak,2,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/23/2023,Monday,Suisun Bay,38.04127,-122.11823,23-26-SB03,Far West,West Suisun Bay,9:39,211.72,9.1,178.25,0.15,11.7,Kodiak,4,10,U,LFS,3,79-81,n/p,n/p,None
1/23/2023,Monday,Suisun Bay,38.08279,-122.04313,23-26-SB01,West,Mid Suisun Bay,10:57,189.17,8.85,181,0.12,5.85,Kodiak,4,10,U,LFS,1,80,n/p,n/p,None
1/23/2023,Monday,Suisun Bay,38.06395,-122.01098,23-26-SB02,West,Mid Suisun Bay,8:14,183.47,8.68,168,0.15,7.65,Kodiak,4,10,U,LFS,3,77-92,n/p,n/p,None
1/24/2023,Tuesday,Lower Sacramento,38.06765,-121.83794,23-26-LSR01,West,Lower Sacramento River,7:59,144.53,8.27,156,0.09,7.78,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/24/2023,Tuesday,Southern Delta,38.05178,-121.64694,23-26-SD05,South,Franks Tract,10:49,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/24/2023,Tuesday,Southern Delta,38.05121,-121.59819,23-26-SD07,South,Franks Tract,10:59,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/24/2023,Tuesday,Southern Delta,37.97811,-121.52694,23-26-SD04,South,Mildred Island West,9:20,282.65,9.25,30.3,0.42,4.62,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/24/2023,Tuesday,Southern Delta,38.02558,-121.50546,23-26-SD08,South,Mildred Island West,11:34,219.68,9.25,41.62,0.35,5.68,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/24/2023,Tuesday,Suisun Bay,38.05292,-122.11731,23-26-SB06,Far West,West Suisun Bay,9:15,451.62,8.8,250.5,0.13,10.7,Kodiak,4,10,U,LFS,4,74-90,n/p,n/p,None
1/24/2023,Tuesday,Suisun Bay,38.09372,-122.06003,23-26-SB05,West,Mid Suisun Bay,10:33,268.22,8.63,237.75,0.11,5.8,Kodiak,4,10,U,DSMT,1,47,n/p,n/p,AdClipped
1/24/2023,Tuesday,Suisun Bay,38.09372,-122.06003,23-26-SB05,West,Mid Suisun Bay,10:33,268.22,8.63,237.75,0.11,5.8,Kodiak,4,10,U,LFS,6,76-95,n/p,n/p,None
1/25/2023,Wednesday,Lower Sacramento,38.05741,-121.81546,23-26-LSR02,West,Lower Sacramento River,9:24,159.92,8.42,118.3,0.12,9.75,Kodiak,4,10,U,LFS,1,78,n/p,n/p,None
1/25/2023,Wednesday,Lower Sacramento,38.0765,-121.76882,23-26-LSR05,West,Lower Sacramento River,8:02,148.72,8.03,132.25,0.11,9.07,Kodiak,4,10,U,LFS,4,73-100,n/p,n/p,None
1/25/2023,Wednesday,Lower Sacramento,38.06377,-121.8208,23-26-LSR06,West,Lower Sacramento River,10:39,147.5,8.23,148.67,0.12,9.43,Kodiak,3,10,U,LFS,3,75-102,n/p,n/p,None
1/25/2023,Wednesday,Lower San Joaquin,38.04728,-121.49852,23-26-LSJ01,South,San Joaquin at Prisoners Point,9:46,223.05,9.07,33.2,0.43,8.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/25/2023,Wednesday,Lower San Joaquin,38.09141,-121.57671,23-26-LSJ04,South,San Joaquin at Prisoners Point,7:57,187.58,8.83,52.3,0.29,8.93,Kodiak,4,10,D,CHN,1,34,n/p,2,None
1/25/2023,Wednesday,Lower San Joaquin,38.09141,-121.57671,23-26-LSJ04,South,San Joaquin at Prisoners Point,7:57,187.58,8.83,52.3,0.29,8.93,Kodiak,4,10,D,RBT,1,242,n/p,5,None
1/25/2023,Wednesday,Lower San Joaquin,38.06126,-121.6782,23-26-LSJ06,South,San Joaquin at Twitchell Island,11:35,150.42,8.95,63.15,0.24,12.57,Kodiak,4,10,U,RBT,1,149,n/p,5,None
1/25/2023,Wednesday,Lower San Joaquin,38.06126,-121.6782,23-26-LSJ06,South,San Joaquin at Twitchell Island,11:35,150.42,8.95,63.15,0.24,12.57,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/25/2023,Wednesday,Suisun Marsh,38.10426,-122.05424,23-26-SM03,West,Grizzly Bay,12:09,305.88,8.7,188.75,0.14,3.85,Kodiak,4,10,D,LFS,5,74-86,n/p,n/p,None
1/25/2023,Wednesday,Suisun Marsh,38.1912,-121.99248,23-26-SM01,West,Suisun Marsh,9:19,1797.75,8.1,164.5,0.12,3.75,Kodiak,4,10,U,CHN,1,40,n/p,n/p,None
1/25/2023,Wednesday,Suisun Marsh,38.17732,-122.00926,23-26-SM02,West,Suisun Marsh,10:43,1783.5,8.47,159,0.14,4.97,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/26/2023,Thursday,Cache Slough Liberty Island,38.24503,-121.68277,23-26-CS01,North,Cache Slough and Liberty Island,8:02,169.1,8.2,117.25,0.14,6.97,Kodiak,4,10,D,DSMT,1,80,n/p,n/p,VIE-LOA
1/26/2023,Thursday,Cache Slough Liberty Island,38.24503,-121.68277,23-26-CS01,North,Cache Slough and Liberty Island,8:02,169.1,8.2,117.25,0.14,6.97,Kodiak,4,10,D,RBTC,1,210,n/p,5,AdClipped
1/26/2023,Thursday,Cache Slough Liberty Island,38.24503,-121.68277,23-26-CS01,North,Cache Slough and Liberty Island,8:02,169.1,8.2,117.25,0.14,6.97,Kodiak,4,10,D,RBT,1,220,n/p,5,None
1/26/2023,Thursday,Cache Slough Liberty Island,38.24415,-121.68915,23-26-CS02,North,Cache Slough and Liberty Island,9:24,157.78,8.33,131.75,0.11,8,Kodiak,4,10,U,RBTC,1,260,n/p,5,AdClipped
1/26/2023,Thursday,Cache Slough Liberty Island,38.25846,-121.7396,23-26-CS03,North,Cache Slough and Liberty Island,10:40,182.92,8.18,62.98,0.17,4.3,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/26/2023,Thursday,Lower San Joaquin,38.02153,-121.77861,23-26-LSJ02,West,Lower San Joaquin River,9:04,214.42,9.03,62.7,0.25,5.53,Kodiak,4,10,U,RBT,2,173-225,n/p,5,None
1/26/2023,Thursday,Lower San Joaquin,38.03658,-121.70661,23-26-LSJ03,West,Lower San Joaquin River,11:43,205.5,9.1,67.43,0.25,9.6,Kodiak,4,10,U,LFS,1,100,n/p,n/p,None
1/26/2023,Thursday,Lower San Joaquin,38.03658,-121.70661,23-26-LSJ03,West,Lower San Joaquin River,11:43,205.5,9.1,67.43,0.25,9.6,Kodiak,4,10,U,RBTC,1,227,n/p,5,AdClipped
1/26/2023,Thursday,Lower San Joaquin,38.02586,-121.77533,23-26-LSJ05,West,Lower San Joaquin River,10:18,218.78,9.1,71.3,0.23,12.28,Kodiak,4,10,U,RBTC,2,215-218,n/p,5,AdClipped
1/26/2023,Thursday,Western Delta,38.065,-122.23649,23-26-WD03,Far West,Carquinez Strait,11:12,6282,9.4,168.5,0.25,11.7,Kodiak,4,10,U,LFS,2,73-84,n/p,n/p,None
1/26/2023,Thursday,Western Delta,38.065,-122.23649,23-26-WD03,Far West,Carquinez Strait,11:12,6282,9.4,168.5,0.25,11.7,Kodiak,4,10,U,RBTC,1,208,n/p,5,AdClipped
1/26/2023,Thursday,Western Delta,38.05891,-122.19989,23-26-WD04,Far West,Carquinez Strait,12:40,1414,9,247.25,0.18,27.82,Kodiak,4,10,U,LFS,8,75-97,n/p,n/p,None
1/26/2023,Thursday,Western Delta,38.03616,-122.2918,23-26-WD01,Far West,East San Pablo Bay,9:09,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/26/2023,Thursday,Western Delta,38.04775,-122.3089,23-26-WD02,Far West,East San Pablo Bay,9:19,9614.67,9.57,65.57,0.28,9.57,Kodiak,3,10,U,LFS,1,63,n/p,n/p,None
1/27/2023,Friday,Lower Sacramento,38.09163,-121.73821,23-26-LSR03,North,Sacramento River Near Rio Vista,7:59,162.68,8.3,91.93,0.15,10.35,Kodiak,4,10,D,LFS,11,70-102,n/p,n/p,None
1/27/2023,Friday,Lower Sacramento,38.09163,-121.73821,23-26-LSR03,North,Sacramento River Near Rio Vista,7:59,162.68,8.3,91.93,0.15,10.35,Kodiak,4,10,D,RBTC,2,225-260,n/p,5,AdClipped
1/27/2023,Friday,Lower Sacramento,38.09163,-121.73821,23-26-LSR03,North,Sacramento River Near Rio Vista,7:59,162.68,8.3,91.93,0.15,10.35,Kodiak,4,10,D,RBT,1,265,n/p,5,None
1/27/2023,Friday,Lower Sacramento,38.1047,-121.69698,23-26-LSR04,North,Sacramento River Near Rio Vista,9:17,156.75,8.45,82,0.19,11.1,Kodiak,2,10,D,DSMT,1,56,n/p,n/p,VIE-ROP
1/27/2023,Friday,Lower Sacramento,38.1047,-121.69698,23-26-LSR04,North,Sacramento River Near Rio Vista,9:17,156.75,8.45,82,0.19,11.1,Kodiak,2,10,D,LFS,1,83,n/p,n/p,None
1/30/2023,Monday,Lower Sacramento,38.0842,-121.75161,23-27-LSR02,West,Lower Sacramento River,8:29,216.57,8.4,61.4,0.22,10.85,Kodiak,4,10,D,CHNT,1,109,n/p,4,AdClipped
1/30/2023,Monday,Lower Sacramento,38.0842,-121.75161,23-27-LSR02,West,Lower Sacramento River,8:29,216.57,8.4,61.4,0.22,10.85,Kodiak,4,10,D,DSMT,1,75,n/p,n/p,VIE-RGP
1/30/2023,Monday,Lower Sacramento,38.0842,-121.75161,23-27-LSR02,West,Lower Sacramento River,8:29,216.57,8.4,61.4,0.22,10.85,Kodiak,4,10,D,RBTC,2,215-240,n/p,5,AdClipped
1/30/2023,Monday,Lower San Joaquin,38.0529,-121.50986,23-27-LSJ03,South,San Joaquin at Prisoners Point,8:03,270,9.3,22.97,0.44,12.5,Kodiak,4,10,D,CHN,1,43,n/p,3,None
1/30/2023,Monday,Lower San Joaquin,38.09825,-121.5817,23-27-LSJ04,South,San Joaquin at Prisoners Point,9:34,224.4,9,31.3,0.38,8.28,Kodiak,4,10,D,CHN,1,35,n/p,3,None
1/30/2023,Monday,Lower San Joaquin,38.09157,-121.67579,23-27-LSJ01,South,San Joaquin at Twitchell Island,11:18,229.08,8.63,40.85,0.27,13.72,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/30/2023,Monday,Suisun Bay,38.05103,-122.0816,23-27-SB02,Far West,West Suisun Bay,9:39,5062,9.1,64.23,0.28,8.2,Kodiak,4,10,D,DSMT,1,65,n/p,n/p,VIE-ROP
1/30/2023,Monday,Suisun Bay,38.05103,-122.0816,23-27-SB02,Far West,West Suisun Bay,9:39,5062,9.1,64.23,0.28,8.2,Kodiak,4,10,D,LFS,2,76-107,n/p,n/p,None
1/30/2023,Monday,Suisun Bay,38.04846,-121.84283,23-27-SB04,West,Confluence,13:53,228.88,8.73,74.98,0.24,6.32,Kodiak,4,10,U,LFS,1,79,n/p,n/p,None
1/30/2023,Monday,Suisun Bay,38.04846,-121.84283,23-27-SB04,West,Confluence,13:53,228.88,8.73,74.98,0.24,6.32,Kodiak,4,10,U,RBTC,1,207,n/p,5,AdClipped
1/30/2023,Monday,Suisun Bay,38.09763,-122.05392,23-27-SB03,West,Mid Suisun Bay,11:30,1518.75,8.95,98.15,0.27,4.54,Kodiak,4,10,U,DSMT,1,76,n/p,n/p,VIE-LRA
1/30/2023,Monday,Suisun Bay,38.09763,-122.05392,23-27-SB03,West,Mid Suisun Bay,11:30,1518.75,8.95,98.15,0.27,4.54,Kodiak,4,10,U,LFS,8,75-103,n/p,n/p,None
1/30/2023,Monday,Suisun Bay,38.09763,-122.05392,23-27-SB03,West,Mid Suisun Bay,11:30,1518.75,8.95,98.15,0.27,4.54,Kodiak,4,10,U,RBTC,1,251,n/p,5,AdClipped
1/31/2023,Tuesday,Lower Sacramento,38.10237,-121.71768,23-27-LSR01,North,Sacramento River Near Rio Vista,8:56,226.83,8.15,55.57,0.27,6.3,Kodiak,4,10,D,DSMT,1,76,n/p,n/p,VIE-RGP
1/31/2023,Tuesday,Lower Sacramento,38.10237,-121.71768,23-27-LSR01,North,Sacramento River Near Rio Vista,8:56,226.83,8.15,55.57,0.27,6.3,Kodiak,4,10,D,LFS,1,78,n/p,n/p,None
1/31/2023,Tuesday,Lower Sacramento,38.10237,-121.71768,23-27-LSR01,North,Sacramento River Near Rio Vista,8:56,226.83,8.15,55.57,0.27,6.3,Kodiak,4,10,D,RBTC,2,232-240,n/p,5,AdClipped
1/31/2023,Tuesday,Lower Sacramento,38.1094,-121.70789,23-27-LSR04,North,Sacramento River Near Rio Vista,7:47,231.98,8.17,53.78,0.28,5.53,Kodiak,4,10,D,LFS,1,79,n/p,n/p,None
1/31/2023,Tuesday,Lower Sacramento,38.1094,-121.70789,23-27-LSR04,North,Sacramento River Near Rio Vista,7:47,231.98,8.17,53.78,0.28,5.53,Kodiak,4,10,D,RBTC,1,218,n/p,5,AdClipped
1/31/2023,Tuesday,Lower Sacramento,38.1094,-121.70789,23-27-LSR04,North,Sacramento River Near Rio Vista,7:47,231.98,8.17,53.78,0.28,5.53,Kodiak,4,10,D,RBT,2,210-215,n/p,5,None
1/31/2023,Tuesday,Lower Sacramento,38.06214,-121.78485,23-27-LSR03,West,Lower Sacramento River,10:12,229.85,8.22,65.47,0.26,9.78,Kodiak,4,10,D,CHN,1,140,n/p,4,None
1/31/2023,Tuesday,Lower Sacramento,38.06214,-121.78485,23-27-LSR03,West,Lower Sacramento River,10:12,229.85,8.22,65.47,0.26,9.78,Kodiak,4,10,D,LFS,3,87-96,n/p,n/p,None
1/31/2023,Tuesday,Lower San Joaquin,38.05162,-121.6949,23-27-LSJ05,South,San Joaquin at Twitchell Island,12:51,237.2,8.62,39.02,0.27,13.45,Kodiak,4,10,D,CHNT,1,78,n/p,5,AdClipped
1/31/2023,Tuesday,Lower San Joaquin,38.02718,-121.72468,23-27-LSJ02,West,Lower San Joaquin River,11:06,247.48,8.72,38.93,0.3,5.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/31/2023,Tuesday,Lower San Joaquin,38.02051,-121.80557,23-27-LSJ06,West,Lower San Joaquin River,8:33,241.25,8.5,43.15,0.26,14.82,Kodiak,4,10,D,DSM,1,73,n/p,n/p,None
1/31/2023,Tuesday,Suisun Bay,38.03855,-122.14247,23-27-SB01,Far West,West Suisun Bay,9:30,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/31/2023,Tuesday,Suisun Bay,38.07458,-122.07039,23-27-SB06,Far West,West Suisun Bay,9:47,3933.75,8.73,67.15,0.23,3.98,Kodiak,4,10,D,CHN,1,37,n/p,2,None
1/31/2023,Tuesday,Suisun Bay,38.07458,-122.07039,23-27-SB06,Far West,West Suisun Bay,9:47,3933.75,8.73,67.15,0.23,3.98,Kodiak,4,10,D,LFS,7,70-81,n/p,n/p,None
1/31/2023,Tuesday,Suisun Bay,38.07458,-122.07039,23-27-SB06,Far West,West Suisun Bay,9:47,3933.75,8.73,67.15,0.23,3.98,Kodiak,4,10,D,RBTC,1,233,n/p,5,AdClipped
1/31/2023,Tuesday,Suisun Bay,38.04247,-121.89008,23-27-SB07,West,Confluence,12:51,241.72,8.6,68.27,0.24,6.62,Kodiak,4,10,U,RBTC,1,241,n/p,n/p,AdClipped
1/31/2023,Tuesday,Suisun Bay,38.06141,-121.98437,23-27-SB05,West,Mid Suisun Bay,11:22,295.33,8.3,77.3,0.21,13.78,Kodiak,4,10,U,LFS,4,76-95,n/p,n/p,None
2/1/2023,Wednesday,Sac Deep Water Shipping Channel,38.3832,-121.6252,23-27-SSC01,North,Lower Sacramento River Shipping Channel,8:13,708.25,8.2,112.52,0.19,10.28,Kodiak,4,10,U,CHN,1,47,n/p,3,None
2/1/2023,Wednesday,Sac Deep Water Shipping Channel,38.3832,-121.6252,23-27-SSC01,North,Lower Sacramento River Shipping Channel,8:13,708.25,8.2,112.52,0.19,10.28,Kodiak,4,10,U,CHNT,1,n/p,n/p,n/p,AdClipped
2/1/2023,Wednesday,Sac Deep Water Shipping Channel,38.3832,-121.6252,23-27-SSC01,North,Lower Sacramento River Shipping Channel,8:13,708.25,8.2,112.52,0.19,10.28,Kodiak,4,10,U,DSMT,1,72,n/p,n/p,VIE-LOA
2/1/2023,Wednesday,Sac Deep Water Shipping Channel,38.261,-121.66586,23-27-SSC02,North,Lower Sacramento River Shipping Channel,12:06,280.15,8.17,105.58,0.18,10.82,Kodiak,4,10,D,LFS,1,85,n/p,n/p,None
2/1/2023,Wednesday,Sac Deep Water Shipping Channel,38.261,-121.66586,23-27-SSC02,North,Lower Sacramento River Shipping Channel,12:06,280.15,8.17,105.58,0.18,10.82,Kodiak,4,10,D,RBTC,1,200,n/p,5,AdClipped
2/1/2023,Wednesday,Sac Deep Water Shipping Channel,38.31136,-121.65266,23-27-SSC03,North,Lower Sacramento River Shipping Channel,10:16,427.2,8.15,197.25,0.13,11.5,Kodiak,4,9,D,DSMT,3,67-70,n/p,n/p,VIE-LOA
2/1/2023,Wednesday,Sac Deep Water Shipping Channel,38.31136,-121.65266,23-27-SSC03,North,Lower Sacramento River Shipping Channel,10:16,427.2,8.15,197.25,0.13,11.5,Kodiak,4,9,D,RBTC,5,223-263,n/p,6,AdClipped
2/1/2023,Wednesday,Southern Delta,38.03813,-121.59064,23-27-SD04,South,Franks Tract,8:04,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
2/1/2023,Wednesday,Southern Delta,38.02703,-121.50024,23-27-SD01,South,Mildred Island West,10:24,284.1,9.16,21.24,0.55,6.04,Kodiak,5,10,D,n/p,n/p,n/p,n/p,n/p,n/p
2/1/2023,Wednesday,Southern Delta,38.00313,-121.51133,23-27-SD05,South,Mildred Island West,8:51,271.05,9,16.77,0.59,11.15,Kodiak,4,10,D,CHN,4,40-47,n/p,3,None
2/1/2023,Wednesday,Western Delta,38.05896,-122.23648,23-27-WD01,Far West,Carquinez Strait,11:47,21297.25,10.03,20.43,0.63,15.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
2/1/2023,Wednesday,Western Delta,38.03653,-122.29561,23-27-WD02,Far West,East San Pablo Bay,10:13,23385,9.65,15.87,0.74,3.6,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
2/1/2023,Wednesday,Western Delta,38.04846,-122.3028,23-27-WD03,Far West,East San Pablo Bay,8:57,20625.25,9.53,16.63,0.71,10.82,Kodiak,4,10,D,RBTC,1,252,n/p,5,AdClipped
2/2/2023,Thursday,Cache Slough Liberty Island,38.25002,-121.71817,23-27-CS01,North,Cache Slough and Liberty Island,8:26,328.38,7.2,65.35,0.23,5.2,Kodiak,4,10,U,RBTC,1,238,n/p,5,AdClipped
2/2/2023,Thursday,Cache Slough Liberty Island,38.26069,-121.76035,23-27-CS02,North,Cache Slough and Liberty Island,8:07,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
2/2/2023,Thursday,Cache Slough Liberty Island,38.24341,-121.68595,23-27-CS03,North,Cache Slough and Liberty Island,10:06,309.25,7.65,84.52,0.2,5.68,Kodiak,4,10,D,CHNT,1,37,n/p,2,AdClipped
2/2/2023,Thursday,Cache Slough Liberty Island,38.24341,-121.68595,23-27-CS03,North,Cache Slough and Liberty Island,10:06,309.25,7.65,84.52,0.2,5.68,Kodiak,4,10,D,DSMT,1,60,n/p,n/p,VIE-LOA
2/2/2023,Thursday,Cache Slough Liberty Island,38.24341,-121.68595,23-27-CS03,North,Cache Slough and Liberty Island,10:06,309.25,7.65,84.52,0.2,5.68,Kodiak,4,10,D,RBTC,2,225-260,n/p,5,AdClipped
2/2/2023,Thursday,Cache Slough Liberty Island,38.24341,-121.68595,23-27-CS03,North,Cache Slough and Liberty Island,10:06,309.25,7.65,84.52,0.2,5.68,Kodiak,4,10,D,RBT,1,190,n/p,5,None
2/2/2023,Thursday,Cache Slough Liberty Island,38.27021,-121.70219,23-27-CS04,North,Cache Slough and Liberty Island,11:55,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
2/2/2023,Thursday,Cache Slough Liberty Island,38.26001,-121.67049,23-27-CS05,North,Cache Slough and Liberty Island,12:12,303.65,7.73,88.3,0.2,9.82,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
2/2/2023,Thursday,Southern Delta,38.06163,-121.58601,23-27-SD06,South,Franks Tract,7:59,248.85,8.6,21.95,0.56,5.5,Kodiak,2,10,D,RBT,1,230,n/p,5,None
2/2/2023,Thursday,Southern Delta,37.95171,-121.56525,23-27-SD02,South,Old River,9:21,302.12,8.3,23.5,0.61,7.04,Kodiak,5,10,D,n/p,n/p,n/p,n/p,n/p,n/p
2/2/2023,Thursday,Southern Delta,37.90368,-121.57259,23-27-SD03,South,Old River,11:02,367.18,8.58,18.75,0.69,9.8,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
2/2/2023,Thursday,Suisun Marsh,38.10033,-122.06846,23-27-SM02,West,Grizzly Bay,8:38,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
2/2/2023,Thursday,Suisun Marsh,38.17209,-122.05672,23-27-SM01,West,Suisun Marsh,12:02,1316,8.4,109.5,0.22,9.15,Kodiak,4,10,U,LFS,4,73-80,n/p,n/p,None
2/2/2023,Thursday,Suisun Marsh,38.124,-122.08109,23-27-SM03,West,Suisun Marsh,8:57,1464,8.13,89.85,0.2,4.75,Kodiak,4,10,D,LFS,5,75-91,n/p,n/p,None
2/2/2023,Thursday,Suisun Marsh,38.15217,-122.05474,23-27-SM04,West,Suisun Marsh,10:31,1130.25,8.1,88.47,0.23,10.45,Kodiak,4,10,D,LFS,7,72-107,n/p,n/p,None
2/3/2023,Friday,Lower Sacramento,38.0883,-121.74599,23-27-LSR05,West,Lower Sacramento River,9:23,250.25,8.08,61.38,0.3,9.38,Kodiak,4,10,U,DSMT,3,61-73,n/p,n/p,VIE-RGP
2/3/2023,Friday,Lower Sacramento,38.0883,-121.74599,23-27-LSR05,West,Lower Sacramento River,9:23,250.25,8.08,61.38,0.3,9.38,Kodiak,4,10,U,LFS,3,75-100,n/p,n/p,None
2/3/2023,Friday,Lower Sacramento,38.0883,-121.74599,23-27-LSR05,West,Lower Sacramento River,9:23,250.25,8.08,61.38,0.3,9.38,Kodiak,4,10,U,RBTC,2,245-261,n/p,5,AdClipped
2/3/2023,Friday,Lower Sacramento,38.05832,-121.79888,23-27-LSR06,West,Lower Sacramento River,8:06,259.32,8.33,52.43,0.3,10.43,Kodiak,4,10,U,LFS,1,76,n/p,n/p,None
2/3/2023,Friday,Lower Sacramento,38.05832,-121.79888,23-27-LSR06,West,Lower Sacramento River,8:06,259.32,8.33,52.43,0.3,10.43,Kodiak,4,10,U,RBTC,4,216-289,n/p,5,AdClipped
2/6/2023,Monday,Lower San Joaquin,38.08611,-121.6355,23-28-LSJ01,South,San Joaquin at Twitchell Island,12:41,230.3,9.13,23.72,0.51,11.62,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
2/6/2023,Monday,Lower San Joaquin,38.02798,-121.7643,23-28-LSJ03,West,Lower San Joaquin River,10:58,265.62,9.05,32.32,0.41,11.72,Kodiak,4,10,U,RBTC,3,229-240,n/p,5,AdClipped
